0,0.008212973224473634,
1,0.0072262499317364386,
2,0.004921485014226505,
3,0.004522802251682267,
4,0.004569888878817635,
5,0.00389702650175686,
6,0.00492110159210636,
7,0.006777716111381498,
8,0.0057156341219545366,
9,0.004969590536158814,
10,0.004919520844816864,
11,0.006436183907727005,
12,0.005309930392770951,
13,0.008192907143661483,
14,0.0065799472836564595,
15,0.004774938893696489,
16,0.005120424436126727,
17,0.004637793412571273,
18,0.004543183672377702,
19,0.004578298567154195,
20,0.005608092527811257,
21,0.00479449411731233,
22,0.004529318680930421,
23,0.004812081014907329,
24,0.0073017091535294175,
25,0.0049649299071221386,
26,0.0044246257018315215,
27,0.004230954545471353,
28,0.004189839618208206,
29,0.004161235169177879,
30,0.004360919361013708,
31,0.004298133244578388,
32,0.004824410042132229,
33,0.011319032119218305,
34,0.012869123059009474,
35,0.012810526651083549,
36,0.013070334372439358,
37,0.012917907488580129,
38,0.012862537312341115,
39,0.012818062307766708,
40,0.01275492466427155,
41,0.012719775597710856,
42,0.012655612728218996,
43,0.012609937048999592,
44,0.01260927941497984,
45,0.012609761758389267,
46,0.012581770690863818,
47,0.012573173982111205,
48,0.012554335059996077,
49,0.012570116158672002,
50,0.012550304453747942,
51,0.012575930037978097,
52,0.013170284702570695,
